countryname,country,goalname,goal,indicatorname,indicator,social_groupname,social_group,units,scale,frequency,date,value
Gambia,21,Goal 4: Reduce child mortality,KN.1000030,Proportion of 1 year-old children immunised against measles,20267405,Total,20137105,,true,A,2001-01-01,88
Gambia,21,Goal 4: Reduce child mortality,KN.1000030,Proportion of 1 year-old children immunised against measles,20267405,Total,20137105,,true,A,2002-01-01,86
Gambia,21,Goal 4: Reduce child mortality,KN.1000030,Proportion of 1 year-old children immunised against measles,20267405,Total,20137105,,true,A,2003-01-01,86
Gambia,21,Goal 4: Reduce child mortality,KN.1000030,Proportion of 1 year-old children immunised against measles,20267405,Total,20137105,,true,A,2004-01-01,86
Gambia,21,Goal 4: Reduce child mortality,KN.1000030,Proportion of 1 year-old children immunised against measles,20267405,Total,20137105,,true,A,2005-01-01,86
Gambia,21,Goal 4: Reduce child mortality,KN.1000030,Proportion of 1 year-old children immunised against measles,20267405,Total,20137105,,true,A,2007-01-01,84
Gambia,21,Goal 4: Reduce child mortality,KN.1000030,Proportion of 1 year-old children immunised against measles,20267405,Total,20137105,,true,A,2008-01-01,92.4
Cote d'Ivoire,14,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Prevalence of underweight children under-five years of age  (%),20266005,Women,20136705,,true,A,1993-01-01,23.6
Cote d'Ivoire,14,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Prevalence of underweight children under-five years of age  (%),20266005,Women,20136705,,true,A,1994-01-01,23.8
Cote d'Ivoire,14,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Prevalence of underweight children under-five years of age  (%),20266005,Women,20136705,,true,A,1998-01-01,21.2
Cote d'Ivoire,14,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Prevalence of underweight children under-five years of age  (%),20266005,Women,20136705,,true,A,2002-01-01,21.7
Cote d'Ivoire,14,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Prevalence of underweight children under-five years of age  (%),20266005,Women,20136705,,true,A,2006-01-01,20.2
Cote d'Ivoire,14,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Prevalence of underweight children under-five years of age  (%),20266005,Women,20136705,,true,A,2008-01-01,20.2
Nigeria,38,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Proportion of pop below $1 PPP per day (%),20265005,Urban,20136905,,true,A,1993-01-01,30.4
Chad,10,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,HIV prevalence among population aged 15-24 years (%),20267905,Women,20136705,,true,A,2001-01-01,7
Chad,10,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,HIV prevalence among population aged 15-24 years (%),20267905,Women,20136705,,true,A,2006-01-01,4.8
Tanzania,48,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,Proportion of children under 5 with fever who are treated with appropriate antimalarial drugs (%),20268605,Total,20137105,,true,A,2008-01-01,53.4
Kenya,25,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1991-01-01,62.4
Kenya,25,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1992-01-01,62.2
Kenya,25,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1993-01-01,62
Kenya,25,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1994-01-01,61.8
Kenya,25,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1995-01-01,61.6
Kenya,25,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1996-01-01,61.4
Kenya,25,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1997-01-01,61.2
Kenya,25,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1998-01-01,61
Kenya,25,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,1999-01-01,61.6
Kenya,25,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,2000-01-01,61.1
Kenya,25,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,2001-01-01,60.5
Kenya,25,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,2002-01-01,60
Kenya,25,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,2003-01-01,59.6
Kenya,25,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,2004-01-01,59.3
Kenya,25,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,2005-01-01,59.2
Kenya,25,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,2006-01-01,59.2
Kenya,25,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,2007-01-01,58.8
Kenya,25,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment to population ratio 15-24 yrs (%),20265705,Total,20137105,,true,A,2008-01-01,58.7
Central African Republic,9,Goal 8: Develop a global partnership for development,KN.1000070,Cellular subscribers Per 100 population,20270605,Total,20137105,,true,A,2000-01-01,0.13
Central African Republic,9,Goal 8: Develop a global partnership for development,KN.1000070,Cellular subscribers Per 100 population,20270605,Total,20137105,,true,A,2005-01-01,2.48
Central African Republic,9,Goal 8: Develop a global partnership for development,KN.1000070,Cellular subscribers Per 100 population,20270605,Total,20137105,,true,A,2006-01-01,2.69
Central African Republic,9,Goal 8: Develop a global partnership for development,KN.1000070,Cellular subscribers Per 100 population,20270605,Total,20137105,,true,A,2007-01-01,2.99
Chad,10,Goal 7: Ensure environmental sustainability,KN.1000060,"CO2 emissions, per capita and per $1 GDP (PPP), Kg CO2",20269205,Total,20137105,,true,A,1990-01-01,0.02
Chad,10,Goal 7: Ensure environmental sustainability,KN.1000060,"CO2 emissions, per capita and per $1 GDP (PPP), Kg CO2",20269205,Total,20137105,,true,A,2000-01-01,0.02
Chad,10,Goal 7: Ensure environmental sustainability,KN.1000060,"CO2 emissions, per capita and per $1 GDP (PPP), Kg CO2",20269205,Total,20137105,,true,A,2005-01-01,0.03
Chad,10,Goal 7: Ensure environmental sustainability,KN.1000060,"CO2 emissions, per capita and per $1 GDP (PPP), Kg CO2",20269205,Total,20137105,,true,A,2006-01-01,0.03
Mauritania,32,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Proportion of employed people living below $1 (PPP) per day,20265805,Total,20137105,,true,A,2000-01-01,21.2
Mozambique,35,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,Proportion of children under 5 with fever who are treated with appropriate antimalarial drugs (%),20268605,Urban,20136905,,true,A,2008-01-01,22.8
Seychelles,42,Goal 7: Ensure environmental sustainability,KN.1000060,"Carbon dioxide emissions, Thousand metric tons",20269305,Total,20137105,,true,A,1990-01-01,114
Seychelles,42,Goal 7: Ensure environmental sustainability,KN.1000060,"Carbon dioxide emissions, Thousand metric tons",20269305,Total,20137105,,true,A,2000-01-01,565
Seychelles,42,Goal 7: Ensure environmental sustainability,KN.1000060,"Carbon dioxide emissions, Thousand metric tons",20269305,Total,20137105,,true,A,2001-01-01,114
Seychelles,42,Goal 7: Ensure environmental sustainability,KN.1000060,"Carbon dioxide emissions, Thousand metric tons",20269305,Total,20137105,,true,A,2002-01-01,114
Seychelles,42,Goal 7: Ensure environmental sustainability,KN.1000060,"Carbon dioxide emissions, Thousand metric tons",20269305,Total,20137105,,true,A,2003-01-01,114
Seychelles,42,Goal 7: Ensure environmental sustainability,KN.1000060,"Carbon dioxide emissions, Thousand metric tons",20269305,Total,20137105,,true,A,2004-01-01,114
Seychelles,42,Goal 7: Ensure environmental sustainability,KN.1000060,"Carbon dioxide emissions, Thousand metric tons",20269305,Total,20137105,,true,A,2005-01-01,697
Seychelles,42,Goal 7: Ensure environmental sustainability,KN.1000060,"Carbon dioxide emissions, Thousand metric tons",20269305,Total,20137105,,true,A,2006-01-01,744
Ghana,22,Goal 5: Improve maternal health,KN.1000040,"Adolescent birth rate Per 1,000 women 15-19 year",20267805,Total,20137105,,true,A,1993-01-01,116
Ghana,22,Goal 5: Improve maternal health,KN.1000040,"Adolescent birth rate Per 1,000 women 15-19 year",20267805,Total,20137105,,true,A,1998-01-01,90
Ghana,22,Goal 5: Improve maternal health,KN.1000040,"Adolescent birth rate Per 1,000 women 15-19 year",20267805,Total,20137105,,true,A,2003-01-01,74
Ghana,22,Goal 5: Improve maternal health,KN.1000040,"Adolescent birth rate Per 1,000 women 15-19 year",20267805,Total,20137105,,true,A,2008-01-01,70
Sierra Leone,43,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,Proportion of children under 5 sleeping under insecticide treated bednets  (%),20268505,Women,20136705,,true,A,2006-01-01,9.8
Algeria,1,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment-to-population ratio  (%),20265605,Men,20136605,,true,A,1991-01-01,32.7
Algeria,1,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment-to-population ratio  (%),20265605,Men,20136605,,true,A,2001-01-01,32.1
Algeria,1,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment-to-population ratio  (%),20265605,Men,20136605,,true,A,2002-01-01,31.4
Algeria,1,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment-to-population ratio  (%),20265605,Men,20136605,,true,A,2006-01-01,35
Burkina Faso,5,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment-to-population ratio  (%),20265605,Total,20137105,,true,A,2008-01-01,82.69
Niger,37,Goal 3: Promote gender equality and empower women,KN.1000020,Share of women in wage employment in the non agricultural sector (%),20267005,Women,20136705,,true,A,1990-01-01,11
Chad,10,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Women,20136705,,true,A,1993-01-01,20.1
Chad,10,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Women,20136705,,true,A,1997-01-01,33.12
Chad,10,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Women,20136705,,true,A,1998-01-01,42.4
Chad,10,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Women,20136705,,true,A,1999-01-01,44.72
Chad,10,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Women,20136705,,true,A,2000-01-01,48.5
Chad,10,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Women,20136705,,true,A,2001-01-01,52.5
Chad,10,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Women,20136705,,true,A,2002-01-01,53.6
Chad,10,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Women,20136705,,true,A,2003-01-01,54.7
Chad,10,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Women,20136705,,true,A,2004-01-01,55.7
Chad,10,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Women,20136705,,true,A,2005-01-01,56.6
Chad,10,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Women,20136705,,true,A,2006-01-01,30.8
Chad,10,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Women,20136705,,true,A,2007-01-01,41.4
Chad,10,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Women,20136705,,true,A,2008-01-01,44
Guinea,23,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Total,20137105,,true,A,1990-01-01,45
Guinea,23,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Total,20137105,,true,A,2000-01-01,61
Guinea,23,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Total,20137105,,true,A,2001-01-01,45
Guinea,23,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Total,20137105,,true,A,2002-01-01,45
Guinea,23,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Total,20137105,,true,A,2003-01-01,45
Guinea,23,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Total,20137105,,true,A,2004-01-01,45
Guinea,23,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Total,20137105,,true,A,2006-01-01,70
Cameroon,7,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of urban population living in slums (%),20270105,Total,20137105,,true,A,1991-01-01,50.8
Cameroon,7,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of urban population living in slums (%),20270105,Total,20137105,,true,A,2001-01-01,48.4
Cameroon,7,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of urban population living in slums (%),20270105,Total,20137105,,true,A,2007-01-01,47.4
Botswana,4,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,Tuberculosis detection rate under DOTS (%),20268905,Total,20137105,,true,A,1999-01-01,73.2
Botswana,4,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,Tuberculosis detection rate under DOTS (%),20268905,Total,20137105,,true,A,2004-01-01,58.8
Botswana,4,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,Tuberculosis detection rate under DOTS (%),20268905,Total,20137105,,true,A,2005-01-01,61.1
Botswana,4,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,Tuberculosis detection rate under DOTS (%),20268905,Total,20137105,,true,A,2006-01-01,57.2
Burundi,6,Goal 3: Promote gender equality and empower women,KN.1000020,Ratios of girls to boys in primary education,20266705,Total,20137105,,true,A,2000-01-01,0.8
Burundi,6,Goal 3: Promote gender equality and empower women,KN.1000020,Ratios of girls to boys in primary education,20266705,Total,20137105,,true,A,2005-01-01,0.86
Burundi,6,Goal 3: Promote gender equality and empower women,KN.1000020,Ratios of girls to boys in primary education,20266705,Total,20137105,,true,A,2006-01-01,0.91
Burundi,6,Goal 3: Promote gender equality and empower women,KN.1000020,Ratios of girls to boys in primary education,20266705,Total,20137105,,true,A,2007-01-01,0.93
Botswana,4,Goal 8: Develop a global partnership for development,KN.1000070,Net ODA to LDCs as a percentage of OECD/DAC donors' GNI (%),20270305,Total,20137105,,true,A,1999-01-01,0.53
Botswana,4,Goal 8: Develop a global partnership for development,KN.1000070,Net ODA to LDCs as a percentage of OECD/DAC donors' GNI (%),20270305,Total,20137105,,true,A,2000-01-01,3.94
Botswana,4,Goal 8: Develop a global partnership for development,KN.1000070,Net ODA to LDCs as a percentage of OECD/DAC donors' GNI (%),20270305,Total,20137105,,true,A,2001-01-01,3.94
Botswana,4,Goal 8: Develop a global partnership for development,KN.1000070,Net ODA to LDCs as a percentage of OECD/DAC donors' GNI (%),20270305,Total,20137105,,true,A,2002-01-01,3.94
